Method:,Hadamard,,
1673.106859,1.894120,153046.000000,1953.000000
1676.076545,1.870593,131614.000000,1773.000000
1679.042067,1.898669,112212.000000,1417.000000
1682.003428,1.861236,95099.000000,1309.000000
1684.960626,1.863647,80506.000000,1102.000000
1687.913661,1.841387,68294.000000,984.000000
1691.844566,1.927474,55257.000000,653.000000
1694.787889,1.878853,47286.000000,625.000000
1697.727049,1.886469,40808.000000,530.000000
1700.662047,1.846865,35213.000000,501.000000
